series,filename,id,date,size,page
02107,PNOA_MDT25_ETRS89_HU30_0039_LID.asc,9072941,"2012",3.44,6
02107,PNOA_MDT25_ETRS89_HU30_0040_LID.asc,9072942,"2012",3.47,6
02107,PNOA_MDT25_ETRS89_HU30_0041_LID.asc,9072943,"2012",3.99,6
02107,PNOA_MDT25_ETRS89_HU30_0043_LID.asc,9072944,"2010",4.49,6
02107,PNOA_MDT25_ETRS89_HU30_0044_LID.asc,9072945,"2010",5.97,6
02107,PNOA_MDT25_ETRS89_HU30_0045_LID.asc,9072946,"2010",6.59,6
02107,PNOA_MDT25_ETRS89_HU30_0046_LID.asc,9072947,"2010,2009",6.90,6
02107,PNOA_MDT25_ETRS89_HU30_0047_LID.asc,9072948,"2010,2009",6.86,6
02107,PNOA_MDT25_ETRS89_HU30_0048_LID.asc,9072949,"2009",6.81,6
02107,PNOA_MDT25_ETRS89_HU30_0049_LID.asc,9072950,"2009,2012",6.75,6
02107,PNOA_MDT25_ETRS89_HU30_0050_LID.asc,9072951,"2009,2012",6.81,6
02107,PNOA_MDT25_ETRS89_HU30_0051_LID.asc,9072952,"2012",6.76,6
02107,PNOA_MDT25_ETRS89_HU30_0052_LID.asc,9072953,"2012",6.75,6
02107,PNOA_MDT25_ETRS89_HU30_0053_LID.asc,9072954,"2012",6.55,6
02107,PNOA_MDT25_ETRS89_HU30_0054_LID.asc,9072955,"2012",6.65,6
